source_file,worker_id,output_id,discipline,model,annotation_range
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-039,bloc_tilt,gpt-5,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-023,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-008,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-067,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-074,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-094,bloc_tilt,gpt-5,3
bloc_tilt.csv,A133HLDA3JJV0M,BD-014,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-021,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-069,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-014,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-048,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-076,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-096,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-007,bloc_tilt,gpt-5,3
bloc_tilt.csv,A133HLDA3JJV0M,B5-031,bloc_tilt,gpt-5,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-051,bloc_tilt,gpt-5,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-044,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-075,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-094,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-065,bloc_tilt,gpt-5,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-066,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-087,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-094,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-005,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-014,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-028,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-041,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-023,bloc_tilt,gpt-5,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-043,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-037,bloc_tilt,deepseek,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-079,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-085,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-097,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-004,bloc_tilt,gpt-5,3
bloc_tilt.csv,A133HLDA3JJV0M,BD-059,bloc_tilt,deepseek,2
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-068,bloc_tilt,deepseek,2
bloc_tilt.csv,A133HLDA3JJV0M,BD-087,bloc_tilt,deepseek,4
bloc_tilt.csv,A3240Z3SG99X06,BD-066,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B5-068,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B5-067,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,BD-059,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-022,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-014,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A17QWRCEPG0775,B4o-013,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A17QWRCEPG0775,B5-048,bloc_tilt,gpt-5,2
bloc_tilt.csv,A17QWRCEPG0775,B5-091,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,BD-031,bloc_tilt,deepseek,2
bloc_tilt.csv,A17QWRCEPG0775,BD-029,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B5-087,bloc_tilt,gpt-5,5
bloc_tilt.csv,A17QWRCEPG0775,B4o-086,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,B5-051,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B5-082,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B5-031,bloc_tilt,gpt-5,2
bloc_tilt.csv,A17QWRCEPG0775,BD-055,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B5-028,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-054,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A17QWRCEPG0775,B5-006,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,BD-037,bloc_tilt,deepseek,5
bloc_tilt.csv,A17QWRCEPG0775,B4o-011,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,BD-009,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-069,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-042,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,BD-015,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-062,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,BD-036,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-058,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A3240Z3SG99X06,B5-034,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-019,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-014,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-044,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-033,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-033,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-081,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-027,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-006,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-085,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-089,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-055,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A2P3XETFFG5K7J,B5-088,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B5-071,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,BD-048,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-048,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,B5-092,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,BD-013,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-046,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-039,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B5-093,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-074,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B5-057,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-019,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-056,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-042,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-075,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-015,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-074,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-062,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-018,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B5-094,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B5-012,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,BD-034,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-097,bloc_tilt,deepseek,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-049,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,BD-084,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-053,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,BD-087,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,BD-032,bloc_tilt,deepseek,3
bloc_tilt.csv,A3240Z3SG99X06,BD-079,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-054,bloc_tilt,deepseek,2
bloc_tilt.csv,A3240Z3SG99X06,BD-045,bloc_tilt,deepseek,5
bloc_tilt.csv,A17QWRCEPG0775,B5-084,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,B5-016,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,BD-053,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-028,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,B5-032,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B4o-052,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,BD-027,bloc_tilt,deepseek,5
bloc_tilt.csv,A17QWRCEPG0775,B5-095,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-062,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,BD-011,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,BD-049,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,BD-071,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-078,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-043,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-082,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-033,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-043,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-025,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-046,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-095,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-081,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-005,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-088,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-024,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-058,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B4o-066,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-086,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,B5-007,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-071,bloc_tilt,gpt-5,2
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-005,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-028,bloc_tilt,deepseek,2
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-032,bloc_tilt,deepseek,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-091,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B5-056,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,B5-091,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-093,bloc_tilt,gpt-5,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-013,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-023,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-066,bloc_tilt,deepseek,4
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-089,bloc_tilt,deepseek,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-039,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-083,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-022,bloc_tilt,gpt-5,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-043,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,B5-069,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-092,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-026,bloc_tilt,deepseek,4
bloc_tilt.csv,A17QWRCEPG0775,BD-099,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-098,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B5-034,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-035,bloc_tilt,gpt-5,2
bloc_tilt.csv,A17QWRCEPG0775,B5-036,bloc_tilt,gpt-5,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-072,bloc_tilt,gpt-5,3
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-029,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-046,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-097,bloc_tilt,deepseek,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-004,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-037,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-071,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-095,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B5-004,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-025,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-048,bloc_tilt,gpt-5,3
bloc_tilt.csv,A17QWRCEPG0775,B5-075,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-082,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-085,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-002,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,B5-021,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-044,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-056,bloc_tilt,deepseek,2
bloc_tilt.csv,A17QWRCEPG0775,BD-081,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-082,bloc_tilt,deepseek,4
bloc_tilt.csv,A2P3XETFFG5K7J,B5-011,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-041,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-067,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-036,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-056,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-061,bloc_tilt,deepseek,5
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-005,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-091,bloc_tilt,deepseek,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-004,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-019,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-035,bloc_tilt,gpt-5,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-054,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,B4o-088,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-065,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,BD-047,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,BD-019,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-046,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,B5-002,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-025,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-069,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-079,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-085,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-097,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-003,bloc_tilt,gpt-5,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-005,bloc_tilt,gpt-5,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-091,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B4o-093,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-094,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-012,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-014,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-066,bloc_tilt,gpt-5,3
bloc_tilt.csv,A133HLDA3JJV0M,BD-094,bloc_tilt,deepseek,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-068,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-006,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-018,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-018,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-061,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-078,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-095,bloc_tilt,gpt-5,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-065,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-066,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-024,bloc_tilt,gpt-5,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-041,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-043,bloc_tilt,deepseek,2
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-091,bloc_tilt,deepseek,3
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-098,bloc_tilt,deepseek,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-024,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-076,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-087,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-002,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-068,bloc_tilt,deepseek,3
bloc_tilt.csv,A133HLDA3JJV0M,BD-071,bloc_tilt,deepseek,2
bloc_tilt.csv,A133HLDA3JJV0M,BD-098,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-021,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-049,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-077,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-097,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-009,bloc_tilt,gpt-5,3
bloc_tilt.csv,A133HLDA3JJV0M,B5-032,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-052,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B4o-096,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A17QWRCEPG0775,B5-001,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-018,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A17QWRCEPG0775,B4o-045,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,BD-063,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,BD-012,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-085,bloc_tilt,gpt-5,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-093,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-001,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-078,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-083,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-068,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-002,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-091,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-059,bloc_tilt,gpt-5,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-061,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-008,bloc_tilt,gpt-5,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-081,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-013,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-085,bloc_tilt,gpt-5,5
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-032,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-071,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-084,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-054,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,BD-005,bloc_tilt,deepseek,2
bloc_tilt.csv,A3240Z3SG99X06,B5-022,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B5-054,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,B5-042,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,B5-058,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,B5-047,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,BD-018,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-075,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,BD-004,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-016,bloc_tilt,deepseek,1
