worker_id,output_id,annotation_range
A133HLDA3JJV0M,P5-004,1
A133HLDA3JJV0M,P4o-008,1
A133HLDA3JJV0M,PD-082,5
A1E80Q7U5UXLMS,PD-058,2
A1E80Q7U5UXLMS,PD-081,1
A1E80Q7U5UXLMS,P5-063,3
A1E80Q7U5UXLMS,P5-036,1
A1E80Q7U5UXLMS,P5-035,4
A1E80Q7U5UXLMS,P5-011,5
A39KQ6Q83RH3NO,PD-015,4
A39KQ6Q83RH3NO,P4o-055,2
A39KQ6Q83RH3NO,P4o-027,5
A39KQ6Q83RH3NO,PD-041,3
A39KQ6Q83RH3NO,PD-053,4
A39KQ6Q83RH3NO,P5-053,4
A17QWRCEPG0775,P4o-087,1
A17QWRCEPG0775,P4o-021,1
A17QWRCEPG0775,PD-076,4
A17QWRCEPG0775,P4o-057,5
A17QWRCEPG0775,P5-051,1
A17QWRCEPG0775,PD-008,3
A3240Z3SG99X06,PD-055,2
A3240Z3SG99X06,PD-024,4
A3240Z3SG99X06,PD-049,2
A3240Z3SG99X06,PD-069,4
A3240Z3SG99X06,PD-038,2
A3240Z3SG99X06,P5-069,4
A3240Z3SG99X06,P5-025,1
A3240Z3SG99X06,P5-052,1
A3240Z3SG99X06,P4o-003,2
A3240Z3SG99X06,P4o-092,4
A3240Z3SG99X06,PD-079,1
A3240Z3SG99X06,P4o-002,1
A3240Z3SG99X06,PD-084,1
A3240Z3SG99X06,PD-016,1
A3240Z3SG99X06,P5-053,3
A3240Z3SG99X06,P4o-028,5
A3240Z3SG99X06,PD-032,4
A3240Z3SG99X06,P4o-052,1
A3240Z3SG99X06,P5-042,5
A3240Z3SG99X06,P4o-075,1
A3240Z3SG99X06,P4o-015,4
A3240Z3SG99X06,P5-074,1
A3240Z3SG99X06,P5-062,3
A3240Z3SG99X06,PD-018,1
