worker_id,output_id,annotation_range
A39KQ6Q83RH3NO,G4o-067,1
A39KQ6Q83RH3NO,G4o-047,1
A39KQ6Q83RH3NO,GD-073,1
A39KQ6Q83RH3NO,G4o-024,1
A39KQ6Q83RH3NO,G4o-091,1
A133HLDA3JJV0M,G4o-096,1
A133HLDA3JJV0M,GD-001,1
A133HLDA3JJV0M,G4o-018,1
A133HLDA3JJV0M,G4o-045,1
A133HLDA3JJV0M,G5-063,4
A133HLDA3JJV0M,G5-012,4
A17QWRCEPG0775,G4o-066,4
A17QWRCEPG0775,G5-094,1
A17QWRCEPG0775,G4o-038,1
A17QWRCEPG0775,G5-083,1
A17QWRCEPG0775,G4o-045,1
A17QWRCEPG0775,GD-095,1
A39KQ6Q83RH3NO,GD-072,1
A39KQ6Q83RH3NO,G5-001,5
A39KQ6Q83RH3NO,G4o-038,1
A39KQ6Q83RH3NO,G4o-036,3
A39KQ6Q83RH3NO,G5-093,4
A39KQ6Q83RH3NO,GD-029,1
A133HLDA3JJV0M,G4o-013,1
A133HLDA3JJV0M,GD-048,1
A133HLDA3JJV0M,GD-091,1
A133HLDA3JJV0M,G5-031,4
A133HLDA3JJV0M,G5-029,1
A133HLDA3JJV0M,GD-087,2
A133HLDA3JJV0M,G4o-027,4
A133HLDA3JJV0M,G5-006,4
A133HLDA3JJV0M,G5-085,4
A133HLDA3JJV0M,GD-089,1
A133HLDA3JJV0M,G4o-055,1
A133HLDA3JJV0M,GD-088,4
A133HLDA3JJV0M,G5-027,4
A133HLDA3JJV0M,GD-095,1
A133HLDA3JJV0M,G4o-062,4
A133HLDA3JJV0M,G5-011,1
A133HLDA3JJV0M,G5-049,4
A133HLDA3JJV0M,G5-071,1
A17QWRCEPG0775,G4o-011,1
A17QWRCEPG0775,GD-084,1
A17QWRCEPG0775,G5-099,1
A17QWRCEPG0775,G5-075,1
A17QWRCEPG0775,GD-083,1
A17QWRCEPG0775,G5-091,1
A17QWRCEPG0775,G5-071,1
A17QWRCEPG0775,GD-039,1
A17QWRCEPG0775,GD-077,1
A17QWRCEPG0775,GD-092,1
A17QWRCEPG0775,G5-097,4
A17QWRCEPG0775,G5-091,1
A133HLDA3JJV0M,G4o-086,3
A133HLDA3JJV0M,GD-051,1
A133HLDA3JJV0M,GD-082,1
A133HLDA3JJV0M,GD-031,5
A133HLDA3JJV0M,G5-055,1
A133HLDA3JJV0M,GD-028,4
A3240Z3SG99X06,GD-075,1
A3240Z3SG99X06,GD-099,1
A3240Z3SG99X06,G4o-027,5
A3240Z3SG99X06,G5-074,5
A3240Z3SG99X06,G4o-087,4
A3240Z3SG99X06,G4o-081,1
A2P3XETFFG5K7J,G5-074,3
A2P3XETFFG5K7J,GD-047,1
A2P3XETFFG5K7J,G4o-022,4
A2P3XETFFG5K7J,GD-092,1
A2P3XETFFG5K7J,GD-065,1
A2P3XETFFG5K7J,GD-069,1
A133HLDA3JJV0M,G4o-042,1
A133HLDA3JJV0M,G5-015,3
A133HLDA3JJV0M,GD-062,1
A133HLDA3JJV0M,G5-036,4
A133HLDA3JJV0M,G4o-058,1
A133HLDA3JJV0M,GD-034,5
A133HLDA3JJV0M,G4o-087,3
A133HLDA3JJV0M,G4o-021,5
A133HLDA3JJV0M,GD-076,1
A133HLDA3JJV0M,G4o-057,1
A133HLDA3JJV0M,G5-051,1
A133HLDA3JJV0M,GD-008,4
A133HLDA3JJV0M,G5-018,5
A133HLDA3JJV0M,GD-075,1
A133HLDA3JJV0M,G5-004,4
A133HLDA3JJV0M,G5-016,5
A133HLDA3JJV0M,G5-072,4
A133HLDA3JJV0M,GD-027,2
A3240Z3SG99X06,G5-045,1
A3240Z3SG99X06,GD-042,1
A3240Z3SG99X06,G4o-059,1
A3240Z3SG99X06,G4o-041,1
A3240Z3SG99X06,G4o-049,5
A3240Z3SG99X06,G4o-098,1
A133HLDA3JJV0M,GD-084,3
A133HLDA3JJV0M,GD-016,1
A133HLDA3JJV0M,G5-053,1
A133HLDA3JJV0M,G4o-028,2
A133HLDA3JJV0M,GD-032,4
A133HLDA3JJV0M,G4o-052,1
A133HLDA3JJV0M,G5-005,4
A133HLDA3JJV0M,GD-022,5
A133HLDA3JJV0M,GD-054,5
A133HLDA3JJV0M,GD-042,1
A133HLDA3JJV0M,GD-058,1
A133HLDA3JJV0M,GD-047,1
A133HLDA3JJV0M,G5-099,1
A133HLDA3JJV0M,G5-098,1
A133HLDA3JJV0M,G4o-095,1
A133HLDA3JJV0M,GD-061,1
A133HLDA3JJV0M,G5-091,1
A133HLDA3JJV0M,G5-022,4
A17QWRCEPG0775,G5-083,1
A17QWRCEPG0775,G5-024,1
A17QWRCEPG0775,G5-065,1
A17QWRCEPG0775,G5-087,1
A17QWRCEPG0775,GD-024,1
A17QWRCEPG0775,GD-095,1
A133HLDA3JJV0M,GD-005,1
A133HLDA3JJV0M,G5-035,1
A133HLDA3JJV0M,G5-068,1
A133HLDA3JJV0M,G4o-034,5
A133HLDA3JJV0M,GD-015,1
A133HLDA3JJV0M,G5-058,1
A133HLDA3JJV0M,G4o-076,2
A133HLDA3JJV0M,G4o-087,1
A133HLDA3JJV0M,G4o-093,3
A133HLDA3JJV0M,G5-069,4
A133HLDA3JJV0M,GD-002,5
A133HLDA3JJV0M,GD-078,1
A133HLDA3JJV0M,G4o-022,4
A133HLDA3JJV0M,G4o-096,1
A133HLDA3JJV0M,G5-034,4
A133HLDA3JJV0M,GD-007,3
A133HLDA3JJV0M,GD-031,2
A133HLDA3JJV0M,GD-077,1
A133HLDA3JJV0M,G4o-019,1
A133HLDA3JJV0M,G4o-061,1
A133HLDA3JJV0M,G5-014,3
A133HLDA3JJV0M,GD-014,2
A133HLDA3JJV0M,GD-088,4
A133HLDA3JJV0M,GD-096,1
A133HLDA3JJV0M,G4o-057,1
A133HLDA3JJV0M,G5-066,3
A133HLDA3JJV0M,G5-069,2
A133HLDA3JJV0M,G5-093,1
A133HLDA3JJV0M,GD-033,1
A133HLDA3JJV0M,GD-055,1
A133HLDA3JJV0M,G4o-007,4
A133HLDA3JJV0M,G4o-037,4
A133HLDA3JJV0M,G4o-084,1
A133HLDA3JJV0M,G5-008,4
A133HLDA3JJV0M,G5-049,3
A133HLDA3JJV0M,GD-049,1
A133HLDA3JJV0M,G4o-009,5
A133HLDA3JJV0M,G4o-029,3
A133HLDA3JJV0M,G5-054,4
A133HLDA3JJV0M,G5-074,4
A133HLDA3JJV0M,GD-024,1
A133HLDA3JJV0M,GD-044,5
A133HLDA3JJV0M,G5-066,5
A133HLDA3JJV0M,GD-068,1
A133HLDA3JJV0M,GD-067,1
A133HLDA3JJV0M,G5-059,1
A133HLDA3JJV0M,G4o-022,4
A133HLDA3JJV0M,G4o-014,1
A133HLDA3JJV0M,GD-019,1
A133HLDA3JJV0M,G5-014,4
A133HLDA3JJV0M,G5-044,1
A133HLDA3JJV0M,G4o-033,1
A133HLDA3JJV0M,GD-033,1
A133HLDA3JJV0M,GD-081,1
A17QWRCEPG0775,GD-038,1
A17QWRCEPG0775,G5-089,1
A17QWRCEPG0775,GD-065,1
A17QWRCEPG0775,G4o-063,4
A17QWRCEPG0775,GD-071,1
A17QWRCEPG0775,GD-056,1
A133HLDA3JJV0M,GD-011,1
A133HLDA3JJV0M,GD-041,1
A133HLDA3JJV0M,G5-067,1
A133HLDA3JJV0M,GD-036,5
A133HLDA3JJV0M,G5-056,1
A133HLDA3JJV0M,G5-061,1
A133HLDA3JJV0M,G5-012,3
A133HLDA3JJV0M,G5-028,3
A133HLDA3JJV0M,G5-073,4
A133HLDA3JJV0M,GD-008,5
A133HLDA3JJV0M,GD-014,2
A133HLDA3JJV0M,G4o-074,4
A133HLDA3JJV0M,G4o-075,1
A133HLDA3JJV0M,G5-005,5
A133HLDA3JJV0M,G5-079,2
A133HLDA3JJV0M,GD-087,1
A133HLDA3JJV0M,G4o-095,1
A133HLDA3JJV0M,G4o-098,2
A133HLDA3JJV0M,G5-003,3
A133HLDA3JJV0M,GD-014,4
A133HLDA3JJV0M,GD-094,5
A133HLDA3JJV0M,G4o-051,1
A133HLDA3JJV0M,G4o-076,4
A133HLDA3JJV0M,G5-013,1
A133HLDA3JJV0M,GD-028,3
A133HLDA3JJV0M,GD-032,5
A133HLDA3JJV0M,G4o-008,4
A133HLDA3JJV0M,G4o-029,3
A133HLDA3JJV0M,G4o-039,1
A133HLDA3JJV0M,G5-072,3
A133HLDA3JJV0M,GD-045,3
A133HLDA3JJV0M,G4o-009,4
A133HLDA3JJV0M,G4o-064,4
A133HLDA3JJV0M,G4o-099,1
A133HLDA3JJV0M,G5-027,3
A133HLDA3JJV0M,G5-084,4
A3240Z3SG99X06,GD-055,1
A3240Z3SG99X06,G4o-066,5
A3240Z3SG99X06,G4o-093,1
A3240Z3SG99X06,G5-069,3
A3240Z3SG99X06,G4o-078,1
A3240Z3SG99X06,G4o-021,4
A3240Z3SG99X06,GD-027,1
A3240Z3SG99X06,G5-015,1
A3240Z3SG99X06,G4o-021,4
A3240Z3SG99X06,GD-024,1
A3240Z3SG99X06,G5-081,1
A3240Z3SG99X06,GD-012,1
A39KQ6Q83RH3NO,GD-074,1
A39KQ6Q83RH3NO,G4o-063,5
A39KQ6Q83RH3NO,G4o-079,5
A39KQ6Q83RH3NO,G5-003,5
A39KQ6Q83RH3NO,G5-017,5
A39KQ6Q83RH3NO,G5-076,5
A39KQ6Q83RH3NO,GD-037,1
A39KQ6Q83RH3NO,GD-003,1
A39KQ6Q83RH3NO,GD-086,1
A39KQ6Q83RH3NO,G5-082,1
A39KQ6Q83RH3NO,GD-043,3
A39KQ6Q83RH3NO,G5-028,3
A133HLDA3JJV0M,GD-055,1
A133HLDA3JJV0M,GD-024,1
A133HLDA3JJV0M,GD-049,4
A133HLDA3JJV0M,GD-069,1
A133HLDA3JJV0M,GD-038,1
A133HLDA3JJV0M,G5-069,1
A2P3XETFFG5K7J,G4o-051,1
A2P3XETFFG5K7J,G5-009,3
A2P3XETFFG5K7J,G4o-003,2
A2P3XETFFG5K7J,GD-057,1
A2P3XETFFG5K7J,GD-061,1
A2P3XETFFG5K7J,G4o-076,3
A133HLDA3JJV0M,G4o-072,1
A133HLDA3JJV0M,G4o-035,1
A133HLDA3JJV0M,G4o-076,3
A133HLDA3JJV0M,G4o-073,1
A133HLDA3JJV0M,G4o-081,1
A133HLDA3JJV0M,G5-089,1
A133HLDA3JJV0M,GD-013,1
A133HLDA3JJV0M,G4o-012,1
A133HLDA3JJV0M,G4o-023,1
A133HLDA3JJV0M,G4o-089,1
A133HLDA3JJV0M,G4o-071,1
A133HLDA3JJV0M,G4o-097,4
A17QWRCEPG0775,G5-029,1
A17QWRCEPG0775,GD-003,1
A17QWRCEPG0775,GD-096,1
A17QWRCEPG0775,GD-074,1
A17QWRCEPG0775,G4o-026,1
A17QWRCEPG0775,G5-086,2
A133HLDA3JJV0M,G5-078,1
A133HLDA3JJV0M,G4o-043,1
A133HLDA3JJV0M,G4o-082,1
A133HLDA3JJV0M,G5-033,1
A133HLDA3JJV0M,G5-043,1
A133HLDA3JJV0M,G4o-025,1
A39KQ6Q83RH3NO,G4o-039,5
A39KQ6Q83RH3NO,GD-093,2
A39KQ6Q83RH3NO,G4o-074,5
A39KQ6Q83RH3NO,GD-057,1
A39KQ6Q83RH3NO,G4o-019,1
A39KQ6Q83RH3NO,G4o-056,1
A133HLDA3JJV0M,G4o-066,4
A133HLDA3JJV0M,G4o-044,1
A133HLDA3JJV0M,G5-083,1
A133HLDA3JJV0M,G4o-017,4
A133HLDA3JJV0M,G4o-051,1
A133HLDA3JJV0M,GD-026,1
A133HLDA3JJV0M,G4o-099,4
A133HLDA3JJV0M,GD-059,1
A133HLDA3JJV0M,G4o-083,1
A133HLDA3JJV0M,GD-009,5
A133HLDA3JJV0M,G4o-061,1
A133HLDA3JJV0M,GD-098,3
A133HLDA3JJV0M,G4o-037,2
A133HLDA3JJV0M,G4o-085,4
A133HLDA3JJV0M,G4o-088,4
A133HLDA3JJV0M,G5-002,4
A133HLDA3JJV0M,G5-077,2
A133HLDA3JJV0M,G4o-017,5
A133HLDA3JJV0M,G4o-065,5
A133HLDA3JJV0M,G5-004,4
A133HLDA3JJV0M,G5-031,3
A133HLDA3JJV0M,G5-085,4
A133HLDA3JJV0M,G4o-069,4
A133HLDA3JJV0M,G5-028,3
A133HLDA3JJV0M,G5-073,4
A133HLDA3JJV0M,GD-008,5
A133HLDA3JJV0M,GD-038,3
A133HLDA3JJV0M,G5-017,5
A133HLDA3JJV0M,G5-024,1
A133HLDA3JJV0M,G5-073,4
A133HLDA3JJV0M,GD-002,4
A133HLDA3JJV0M,GD-011,1
A133HLDA3JJV0M,G4o-049,3
A133HLDA3JJV0M,G4o-084,4
A133HLDA3JJV0M,G5-015,2
A133HLDA3JJV0M,G5-045,1
A133HLDA3JJV0M,G5-074,5
A133HLDA3JJV0M,G4o-007,1
A133HLDA3JJV0M,G4o-036,3
A133HLDA3JJV0M,G5-027,3
A133HLDA3JJV0M,GD-009,4
A133HLDA3JJV0M,GD-088,4
A133HLDA3JJV0M,G5-075,1
A133HLDA3JJV0M,G4o-059,1
A133HLDA3JJV0M,G4o-032,4
A133HLDA3JJV0M,GD-025,1
A133HLDA3JJV0M,GD-056,1
A133HLDA3JJV0M,G4o-029,4
A133HLDA3JJV0M,G5-026,1
A133HLDA3JJV0M,G5-021,5
A133HLDA3JJV0M,G4o-041,1
A133HLDA3JJV0M,G4o-004,4
A133HLDA3JJV0M,G5-039,1
A133HLDA3JJV0M,G5-007,5
A133HLDA3JJV0M,G4o-006,1
A133HLDA3JJV0M,G5-096,1
A133HLDA3JJV0M,G5-073,4
A133HLDA3JJV0M,G5-008,4
A133HLDA3JJV0M,GD-099,1
A133HLDA3JJV0M,G5-002,5
A17QWRCEPG0775,G5-097,4
A17QWRCEPG0775,G4o-033,1
A17QWRCEPG0775,G5-028,3
A17QWRCEPG0775,G5-021,5
A17QWRCEPG0775,GD-043,1
A17QWRCEPG0775,GD-079,1
A2P3XETFFG5K7J,GD-093,1
A2P3XETFFG5K7J,G5-028,3
A2P3XETFFG5K7J,G4o-086,2
A2P3XETFFG5K7J,G4o-069,4
A2P3XETFFG5K7J,G5-046,1
A2P3XETFFG5K7J,GD-017,1
A133HLDA3JJV0M,G4o-007,4
A133HLDA3JJV0M,G5-077,4
A133HLDA3JJV0M,G4o-064,4
A133HLDA3JJV0M,GD-052,1
A133HLDA3JJV0M,GD-066,1
A133HLDA3JJV0M,G4o-094,1
A39KQ6Q83RH3NO,GD-071,3
A39KQ6Q83RH3NO,G5-048,1
A39KQ6Q83RH3NO,G4o-048,1
A39KQ6Q83RH3NO,GD-092,1
A39KQ6Q83RH3NO,G5-013,1
A39KQ6Q83RH3NO,G5-046,1
A133HLDA3JJV0M,G5-025,5
A133HLDA3JJV0M,G5-052,1
A133HLDA3JJV0M,G4o-003,2
A133HLDA3JJV0M,G4o-092,1
A133HLDA3JJV0M,GD-079,3
A133HLDA3JJV0M,G4o-002,5
A17QWRCEPG0775,GD-078,1
A17QWRCEPG0775,G4o-095,1
A17QWRCEPG0775,G4o-001,1
A17QWRCEPG0775,GD-059,1
A17QWRCEPG0775,G4o-009,4
A17QWRCEPG0775,G4o-019,1
A2P3XETFFG5K7J,G4o-063,4
A2P3XETFFG5K7J,G4o-029,3
A2P3XETFFG5K7J,G4o-036,3
A2P3XETFFG5K7J,GD-004,1
A2P3XETFFG5K7J,G5-005,4
A2P3XETFFG5K7J,G4o-074,3
A133HLDA3JJV0M,G5-064,5
A133HLDA3JJV0M,GD-017,1
A133HLDA3JJV0M,GD-004,1
A133HLDA3JJV0M,GD-014,4
A133HLDA3JJV0M,G4o-026,1
A133HLDA3JJV0M,GD-023,1
A133HLDA3JJV0M,G4o-054,1
A133HLDA3JJV0M,GD-006,5
A133HLDA3JJV0M,G5-037,5
A133HLDA3JJV0M,G4o-011,1
A133HLDA3JJV0M,G5-009,5
A133HLDA3JJV0M,G4o-069,4
A133HLDA3JJV0M,GD-063,1
A133HLDA3JJV0M,GD-064,1
A133HLDA3JJV0M,G5-023,1
A133HLDA3JJV0M,G4o-084,2
A133HLDA3JJV0M,GD-039,1
A133HLDA3JJV0M,GD-044,5
A133HLDA3JJV0M,G4o-049,1
A133HLDA3JJV0M,G5-079,2
A133HLDA3JJV0M,GD-009,4
A133HLDA3JJV0M,GD-074,1
A133HLDA3JJV0M,GD-088,4
A133HLDA3JJV0M,G4o-003,1
A133HLDA3JJV0M,G4o-052,1
A133HLDA3JJV0M,G4o-098,2
A133HLDA3JJV0M,G4o-099,2
A133HLDA3JJV0M,GD-018,1
A133HLDA3JJV0M,G4o-032,4
A133HLDA3JJV0M,G4o-068,3
A133HLDA3JJV0M,G5-006,4
A133HLDA3JJV0M,G5-032,4
A133HLDA3JJV0M,G5-086,3
A133HLDA3JJV0M,G4o-007,1
A133HLDA3JJV0M,G4o-034,5
A133HLDA3JJV0M,G4o-055,1
A133HLDA3JJV0M,G5-048,1
A133HLDA3JJV0M,G5-066,5
A133HLDA3JJV0M,G4o-025,1
A133HLDA3JJV0M,G4o-069,4
A133HLDA3JJV0M,G5-074,5
A133HLDA3JJV0M,GD-013,1
A133HLDA3JJV0M,GD-055,1
A133HLDA3JJV0M,G5-018,5
A133HLDA3JJV0M,G5-034,5
A133HLDA3JJV0M,G5-097,4
A133HLDA3JJV0M,GD-022,1
A133HLDA3JJV0M,GD-048,1
A39KQ6Q83RH3NO,G4o-046,1
A39KQ6Q83RH3NO,G5-095,1
A39KQ6Q83RH3NO,G5-081,1
A39KQ6Q83RH3NO,G4o-005,5
A39KQ6Q83RH3NO,G5-088,1
A39KQ6Q83RH3NO,G5-024,1
A133HLDA3JJV0M,G5-057,1
A133HLDA3JJV0M,G4o-078,3
A133HLDA3JJV0M,G4o-077,1
A133HLDA3JJV0M,G4o-098,3
A133HLDA3JJV0M,GD-035,1
A133HLDA3JJV0M,G4o-037,4
A133HLDA3JJV0M,G5-042,1
A133HLDA3JJV0M,G4o-075,1
A133HLDA3JJV0M,G4o-015,1
A133HLDA3JJV0M,G5-074,5
A133HLDA3JJV0M,G5-062,5
A133HLDA3JJV0M,GD-018,1
A3240Z3SG99X06,G4o-046,1
A3240Z3SG99X06,GD-046,1
A3240Z3SG99X06,GD-043,1
A3240Z3SG99X06,GD-004,1
A3240Z3SG99X06,GD-005,1
A3240Z3SG99X06,G4o-069,4
A133HLDA3JJV0M,GD-085,1
A133HLDA3JJV0M,G4o-093,3
A133HLDA3JJV0M,G4o-001,4
A133HLDA3JJV0M,GD-078,3
A133HLDA3JJV0M,GD-083,1
A133HLDA3JJV0M,G4o-068,4
A17QWRCEPG0775,G4o-027,1
A17QWRCEPG0775,GD-057,1
A17QWRCEPG0775,GD-045,5
A17QWRCEPG0775,G4o-049,3
A17QWRCEPG0775,G5-043,3
A17QWRCEPG0775,G5-018,3
A133HLDA3JJV0M,G5-038,1
A133HLDA3JJV0M,GD-097,1
A133HLDA3JJV0M,GD-096,1
A133HLDA3JJV0M,G5-092,1
A133HLDA3JJV0M,G4o-031,1
A133HLDA3JJV0M,GD-007,5
